bytes,ratio (%),filename: [C:\Users\jeanf\.julia\packages\,linenumber
448,0.0,LocalSearchSolvers\ShaXo\src\model.jl,62
384,0.0,LocalSearchSolvers\ShaXo\src\strategy.jl,10
384,0.0,LocalSearchSolvers\ShaXo\src\state.jl,37
384,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,141
384,0.0,LocalSearchSolvers\ShaXo\src\configuration.jl,23
336,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,89
304,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,142
304,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,140
288,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,67
272,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,92
272,0.0,LocalSearchSolvers\ShaXo\src\model.jl,368
272,0.0,LocalSearchSolvers\ShaXo\src\model.jl,367
272,0.0,LocalSearchSolvers\ShaXo\src\model.jl,366
176,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,146
144,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,327
144,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,322
144,0.0,LocalSearchSolvers\ShaXo\src\model.jl,376
128,0.0,LocalSearchSolvers\ShaXo\src\state.jl,38
112,0.0,LocalSearchSolvers\ShaXo\src\model.jl,359
96,0.0,LocalSearchSolvers\ShaXo\src\configuration.jl,27
64,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,652
64,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,649
64,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,336
64,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,145
64,0.0,LocalSearchSolvers\ShaXo\src\model.jl,364
64,0.0,LocalSearchSolvers\ShaXo\src\model.jl,363
64,0.0,LocalSearchSolvers\ShaXo\src\model.jl,362
48,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,144
48,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,91
32,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,620
32,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,601
32,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,490
32,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,330
32,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,329
32,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,328
32,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,211
32,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,209
16,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,564
16,0.0,LocalSearchSolvers\ShaXo\src\model.jl,374
16,0.0,LocalSearchSolvers\ShaXo\src\model.jl,372
16,0.0,LocalSearchSolvers\ShaXo\src\model.jl,371
16,0.0,LocalSearchSolvers\ShaXo\src\model.jl,370
16,0.0,LocalSearchSolvers\ShaXo\src\model.jl,360
0,0.0,LocalSearchSolvers\ShaXo\src\variable.jl,58
0,0.0,LocalSearchSolvers\ShaXo\src\variable.jl,38
0,0.0,LocalSearchSolvers\ShaXo\src\utils.jl,26
0,0.0,LocalSearchSolvers\ShaXo\src\utils.jl,22
0,0.0,LocalSearchSolvers\ShaXo\src\utils.jl,18
0,0.0,LocalSearchSolvers\ShaXo\src\utils.jl,15
0,0.0,LocalSearchSolvers\ShaXo\src\utils.jl,14
0,0.0,LocalSearchSolvers\ShaXo\src\time_stamps.jl,24
0,0.0,LocalSearchSolvers\ShaXo\src\time_stamps.jl,22
0,0.0,LocalSearchSolvers\ShaXo\src\time_stamps.jl,21
0,0.0,LocalSearchSolvers\ShaXo\src\time_stamps.jl,20
0,0.0,LocalSearchSolvers\ShaXo\src\time_stamps.jl,19
0,0.0,LocalSearchSolvers\ShaXo\src\time_stamps.jl,18
0,0.0,LocalSearchSolvers\ShaXo\src\time_stamps.jl,17
0,0.0,LocalSearchSolvers\ShaXo\src\strategies\tabu.jl,83
0,0.0,LocalSearchSolvers\ShaXo\src\strategies\tabu.jl,60
0,0.0,LocalSearchSolvers\ShaXo\src\strategies\tabu.jl,48
0,0.0,LocalSearchSolvers\ShaXo\src\strategies\tabu.jl,30
0,0.0,LocalSearchSolvers\ShaXo\src\strategies\restart.jl,47
0,0.0,LocalSearchSolvers\ShaXo\src\strategies\restart.jl,46
0,0.0,LocalSearchSolvers\ShaXo\src\strategies\restart.jl,44
0,0.0,LocalSearchSolvers\ShaXo\src\strategies\restart.jl,43
0,0.0,LocalSearchSolvers\ShaXo\src\strategies\restart.jl,35
0,0.0,LocalSearchSolvers\ShaXo\src\strategies\restart.jl,11
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,156
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,155
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,154
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,149
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,148
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,147
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,144
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,143
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,142
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,135
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,129
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,123
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,117
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,111
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,105
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,99
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,93
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,75
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,69
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,63
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,57
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,51
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,45
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,34
0,0.0,LocalSearchSolvers\ShaXo\src\state.jl,33
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,657
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,656
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,655
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,654
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,653
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,651
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,650
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,647
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,646
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,628
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,627
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,622
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,621
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,619
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,608
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,607
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,606
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,605
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,604
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,603
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,602
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,600
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,563
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,551
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,550
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,549
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,548
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,547
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,545
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,543
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,542
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,534
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,533
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,532
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,530
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,520
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,517
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,516
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,515
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,514
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,513
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,510
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,509
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,496
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,494
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,489
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,483
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,480
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,479
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,476
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,465
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,463
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,462
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,461
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,457
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,453
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,431
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,427
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,425
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,420
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,417
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,412
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,411
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,372
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,371
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,370
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,367
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,345
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,340
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,339
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,338
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,337
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,331
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,324
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,321
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,320
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,317
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,308
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,306
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,305
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,300
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,286
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,284
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,282
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,280
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,267
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,243
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,233
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,213
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,210
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,206
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,143
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,102
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,101
0,0.0,LocalSearchSolvers\ShaXo\src\solver.jl,90
0,0.0,LocalSearchSolvers\ShaXo\src\pool.jl,32
0,0.0,LocalSearchSolvers\ShaXo\src\pool.jl,29
0,0.0,LocalSearchSolvers\ShaXo\src\pool.jl,28
0,0.0,LocalSearchSolvers\ShaXo\src\pool.jl,27
0,0.0,LocalSearchSolvers\ShaXo\src\pool.jl,21
0,0.0,LocalSearchSolvers\ShaXo\src\options.jl,96
0,0.0,LocalSearchSolvers\ShaXo\src\options.jl,95
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,456
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,450
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,358
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,356
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,355
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,354
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,352
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,351
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,350
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,265
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,263
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,259
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,258
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,215
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,173
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,167
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,155
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,149
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,143
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,137
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,101
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,95
0,0.0,LocalSearchSolvers\ShaXo\src\model.jl,24
0,0.0,LocalSearchSolvers\ShaXo\src\constraint.jl,7
0,0.0,LocalSearchSolvers\ShaXo\src\configuration.jl,26
0,0.0,LocalSearchSolvers\ShaXo\src\configuration.jl,25
0,0.0,LocalSearchSolvers\ShaXo\src\configuration.jl,24
0,0.0,Constraints\9vKsa\src\compositions\icn_all_different.jl,6
0,0.0,Constraints\9vKsa\src\compositions\icn_all_different.jl,4
0,0.0,Constraints\9vKsa\src\compositions\icn_all_different.jl,3
0,0.0,CompositionalNetworks\rWuDs\src\transformation.jl,33
