bytes,ratio (%),filename: [C:\Users\jeanf\.julia\packages\,linenumber
260608,0.01,LocalSearchSolvers\VVIqo\src\solver.jl,196
260576,0.01,LocalSearchSolvers\VVIqo\src\solvers\meta.jl,11
260576,0.01,LocalSearchSolvers\VVIqo\src\solver.jl,263
190752,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,291
158576,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,365
146720,0.0,LocalSearchSolvers\VVIqo\src\options.jl,259
145280,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,251
87488,0.0,LocalSearchSolvers\VVIqo\src\options.jl,255
87168,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,252
74352,0.0,LocalSearchSolvers\VVIqo\src\pool.jl,22
60448,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,208
58112,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,250
33056,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,178
25024,0.0,LocalSearchSolvers\VVIqo\src\constraint.jl,12
16512,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,315
16512,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,313
9632,0.0,LocalSearchSolvers\VVIqo\src\model.jl,268
6528,0.0,LocalSearchSolvers\VVIqo\src\fluct.jl,4
6144,0.0,LocalSearchSolvers\VVIqo\src\state.jl,36
512,0.0,LocalSearchSolvers\VVIqo\src\variable.jl,17
512,0.0,LocalSearchSolvers\VVIqo\src\variable.jl,12
464,0.0,LocalSearchSolvers\VVIqo\src\model.jl,65
384,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,38
384,0.0,LocalSearchSolvers\VVIqo\src\strategy.jl,11
384,0.0,LocalSearchSolvers\VVIqo\src\state.jl,38
384,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,37
384,0.0,LocalSearchSolvers\VVIqo\src\configuration.jl,23
336,0.0,LocalSearchSolvers\VVIqo\src\solvers\lead.jl,19
304,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,38
304,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,36
304,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,13
288,0.0,LocalSearchSolvers\VVIqo\src\model.jl,371
288,0.0,LocalSearchSolvers\VVIqo\src\model.jl,370
272,0.0,LocalSearchSolvers\VVIqo\src\solvers\lead.jl,22
272,0.0,LocalSearchSolvers\VVIqo\src\model.jl,372
256,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,34
224,0.0,LocalSearchSolvers\VVIqo\src\solvers\meta.jl,27
192,0.0,LocalSearchSolvers\VVIqo\src\state.jl,40
176,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,75
176,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,42
144,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,225
144,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,220
144,0.0,LocalSearchSolvers\VVIqo\src\model.jl,380
112,0.0,LocalSearchSolvers\VVIqo\src\model.jl,363
96,0.0,LocalSearchSolvers\VVIqo\src\configuration.jl,27
64,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,41
64,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,450
64,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,234
64,0.0,LocalSearchSolvers\VVIqo\src\model.jl,368
64,0.0,LocalSearchSolvers\VVIqo\src\model.jl,367
64,0.0,LocalSearchSolvers\VVIqo\src\model.jl,366
48,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,40
48,0.0,LocalSearchSolvers\VVIqo\src\solvers\lead.jl,21
32,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,99
32,0.0,LocalSearchSolvers\VVIqo\src\solvers\lead.jl,34
32,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,371
32,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,228
32,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,227
32,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,226
16,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,93
16,0.0,LocalSearchSolvers\VVIqo\src\model.jl,378
16,0.0,LocalSearchSolvers\VVIqo\src\model.jl,376
16,0.0,LocalSearchSolvers\VVIqo\src\model.jl,375
16,0.0,LocalSearchSolvers\VVIqo\src\model.jl,374
16,0.0,LocalSearchSolvers\VVIqo\src\model.jl,364
0,0.0,LocalSearchSolvers\VVIqo\src\variable.jl,58
0,0.0,LocalSearchSolvers\VVIqo\src\variable.jl,38
0,0.0,LocalSearchSolvers\VVIqo\src\utils.jl,26
0,0.0,LocalSearchSolvers\VVIqo\src\utils.jl,22
0,0.0,LocalSearchSolvers\VVIqo\src\utils.jl,18
0,0.0,LocalSearchSolvers\VVIqo\src\utils.jl,15
0,0.0,LocalSearchSolvers\VVIqo\src\utils.jl,14
0,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,48
0,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,32
0,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,31
0,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,30
0,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,29
0,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,28
0,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,27
0,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,26
0,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,24
0,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,22
0,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,21
0,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,20
0,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,19
0,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,18
0,0.0,LocalSearchSolvers\VVIqo\src\time_stamps.jl,17
0,0.0,LocalSearchSolvers\VVIqo\src\strategies\tabu.jl,83
0,0.0,LocalSearchSolvers\VVIqo\src\strategies\tabu.jl,73
0,0.0,LocalSearchSolvers\VVIqo\src\strategies\tabu.jl,66
0,0.0,LocalSearchSolvers\VVIqo\src\strategies\tabu.jl,60
0,0.0,LocalSearchSolvers\VVIqo\src\strategies\tabu.jl,48
0,0.0,LocalSearchSolvers\VVIqo\src\strategies\tabu.jl,30
0,0.0,LocalSearchSolvers\VVIqo\src\strategies\restart.jl,62
0,0.0,LocalSearchSolvers\VVIqo\src\strategies\restart.jl,61
0,0.0,LocalSearchSolvers\VVIqo\src\strategies\restart.jl,59
0,0.0,LocalSearchSolvers\VVIqo\src\strategies\restart.jl,58
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,158
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,157
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,156
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,151
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,150
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,149
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,146
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,145
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,144
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,137
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,131
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,125
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,119
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,113
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,107
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,101
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,95
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,65
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,59
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,53
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,47
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,39
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,35
0,0.0,LocalSearchSolvers\VVIqo\src\state.jl,34
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\meta.jl,23
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\meta.jl,20
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\meta.jl,19
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\meta.jl,18
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\meta.jl,17
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\meta.jl,16
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\meta.jl,13
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\meta.jl,12
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,110
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,109
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,104
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,103
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,101
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,100
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,98
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,92
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,88
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,86
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,85
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,84
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,82
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,81
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,80
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,78
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,77
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,76
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,74
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,73
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\main.jl,39
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\lead.jl,41
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\lead.jl,40
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\lead.jl,39
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\lead.jl,38
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\lead.jl,37
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\lead.jl,36
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\lead.jl,35
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\lead.jl,33
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\lead.jl,30
0,0.0,LocalSearchSolvers\VVIqo\src\solvers\lead.jl,20
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,457
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,456
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,455
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,454
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,453
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,452
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,451
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,448
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,447
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,409
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,408
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,407
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,406
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,405
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,403
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,401
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,400
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,377
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,375
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,370
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,364
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,361
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,360
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,357
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,346
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,344
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,343
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,342
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,338
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,334
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,314
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,310
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,308
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,303
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,300
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,295
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,294
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,265
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,254
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,253
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,249
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,241
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,238
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,237
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,236
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,235
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,229
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,222
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,219
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,217
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,216
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,215
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,212
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,203
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,201
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,200
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,195
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,181
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,179
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,177
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,175
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,162
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,138
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,128
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,110
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,12
0,0.0,LocalSearchSolvers\VVIqo\src\solver.jl,11
0,0.0,LocalSearchSolvers\VVIqo\src\pool.jl,32
0,0.0,LocalSearchSolvers\VVIqo\src\pool.jl,29
0,0.0,LocalSearchSolvers\VVIqo\src\pool.jl,28
0,0.0,LocalSearchSolvers\VVIqo\src\pool.jl,27
0,0.0,LocalSearchSolvers\VVIqo\src\pool.jl,21
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,244
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,237
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,230
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,223
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,216
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,209
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,202
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,195
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,188
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,181
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,174
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,153
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,132
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,118
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,96
0,0.0,LocalSearchSolvers\VVIqo\src\options.jl,95
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,461
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,455
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,362
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,360
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,359
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,358
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,356
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,355
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,354
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,269
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,267
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,263
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,262
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,219
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,177
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,171
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,159
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,153
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,147
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,141
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,105
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,99
0,0.0,LocalSearchSolvers\VVIqo\src\model.jl,24
0,0.0,LocalSearchSolvers\VVIqo\src\fluct.jl,22
0,0.0,LocalSearchSolvers\VVIqo\src\fluct.jl,21
0,0.0,LocalSearchSolvers\VVIqo\src\fluct.jl,17
0,0.0,LocalSearchSolvers\VVIqo\src\fluct.jl,16
0,0.0,LocalSearchSolvers\VVIqo\src\constraint.jl,7
0,0.0,LocalSearchSolvers\VVIqo\src\configuration.jl,26
0,0.0,LocalSearchSolvers\VVIqo\src\configuration.jl,25
0,0.0,LocalSearchSolvers\VVIqo\src\configuration.jl,24
0,0.0,Constraints\9vKsa\src\compositions\icn_all_different.jl,6
0,0.0,Constraints\9vKsa\src\compositions\icn_all_different.jl,4
0,0.0,Constraints\9vKsa\src\compositions\icn_all_different.jl,3
0,0.0,CompositionalNetworks\rWuDs\src\transformation.jl,33
